,epoch,value_MicromacroGD,value_PolicyGD,value_thetaGD
38,38,2.311336040496826,2.3713035583496094,2.3371212482452393
39,39,2.341597557067871,2.3943958282470703,2.3657186031341553
40,40,2.37217378616333,2.417452812194824,2.393106698989868
41,41,2.397381544113159,2.4367737770080566,2.4184181690216064
42,42,2.42041277885437,2.4559175968170166,2.4401168823242188
43,43,2.4412875175476074,2.4722378253936768,2.461160659790039
44,44,2.461897134780884,2.486125946044922,2.480194330215454
45,45,2.4800314903259277,2.4972410202026367,2.494325876235962
46,46,2.4969828128814697,2.507833480834961,2.5074353218078613
47,47,2.5109479427337646,2.5163958072662354,2.518310308456421
48,48,2.521397352218628,2.5235109329223633,2.526986598968506
49,49,2.53053617477417,2.5290536880493164,2.5348877906799316
50,50,2.5369503498077393,2.5337603092193604,2.5401570796966553
51,51,2.5426876544952393,2.536125898361206,2.5437190532684326
52,52,2.546405553817749,2.53930926322937,2.547394037246704
53,53,2.549586296081543,2.543269395828247,2.5515880584716797
54,54,2.5521152019500732,2.551037549972534,2.558302164077759
55,55,2.556912422180176,2.5598840713500977,2.563385009765625
56,56,2.562917947769165,2.569309711456299,2.570108413696289
57,57,2.5693612098693848,2.579188108444214,2.5793275833129883
58,58,2.5766093730926514,2.5898096561431885,2.5895423889160156
59,59,2.5850799083709717,2.6016478538513184,2.5997655391693115
60,60,2.5928192138671875,2.610894203186035,2.6105921268463135
61,61,2.600860834121704,2.6193225383758545,2.620134115219116
62,62,2.6068742275238037,2.625378131866455,2.629189968109131
63,63,2.612574577331543,2.630596160888672,2.6378862857818604
64,64,2.6169402599334717,2.635084867477417,2.6448423862457275
65,65,2.621704339981079,2.6367578506469727,2.6504948139190674
66,66,2.6245455741882324,2.63845157623291,2.6550350189208984
67,67,2.6249144077301025,2.639460563659668,2.6559975147247314
68,68,2.6254470348358154,2.6394236087799072,2.655207395553589
69,69,2.625431776046753,2.638712167739868,2.653348445892334
70,70,2.623767375946045,2.637667417526245,2.649479866027832
71,71,2.621187686920166,2.6359355449676514,2.643824338912964
72,72,2.618424654006958,2.633007526397705,2.6376101970672607
73,73,2.61430025100708,2.6275556087493896,2.6306636333465576
74,74,2.6118545532226562,2.622800350189209,2.6241073608398438
75,75,2.6089303493499756,2.6185357570648193,2.617926597595215
76,76,2.6059186458587646,2.6132640838623047,2.6129090785980225
77,77,2.603415012359619,2.6094298362731934,2.60910964012146
78,78,2.601284980773926,2.607760190963745,2.6080899238586426
79,79,2.5988473892211914,2.606182336807251,2.6057214736938477
80,80,2.597520589828491,2.6049792766571045,2.6036627292633057
81,81,2.59550404548645,2.603267192840576,2.602966070175171
82,82,2.5935511589050293,2.6016900539398193,2.6020469665527344
83,83,2.5913286209106445,2.5996663570404053,2.600423812866211
84,84,2.588085174560547,2.5982038974761963,2.598557233810425
85,85,2.584871768951416,2.596953868865967,2.5980026721954346
86,86,2.581791400909424,2.5964789390563965,2.596526622772217
87,87,2.579185962677002,2.5956690311431885,2.5950381755828857
88,88,2.5768508911132812,2.594003200531006,2.592341423034668
89,89,2.5749664306640625,2.591702699661255,2.5896682739257812
90,90,2.572751760482788,2.588707685470581,2.587369918823242
91,91,2.5716657638549805,2.586080551147461,2.585597038269043
92,92,2.570934534072876,2.5837795734405518,2.58414363861084
93,93,2.571502923965454,2.5820400714874268,2.5828659534454346
94,94,2.5723817348480225,2.5802581310272217,2.581754207611084
95,95,2.5739970207214355,2.5795223712921143,2.580188035964966
96,96,2.5748398303985596,2.5778346061706543,2.57995867729187
97,97,2.5757710933685303,2.576010227203369,2.5799453258514404
98,98,2.576751947402954,2.5766170024871826,2.579922676086426
99,99,2.578331232070923,2.5781173706054688,2.5808849334716797
100,100,2.5830953121185303,2.579514741897583,2.5809123516082764
101,101,2.5937106609344482,2.5816283226013184,2.5809128284454346
102,102,2.6009626388549805,2.5835988521575928,2.581012725830078
103,103,2.604985475540161,2.585381507873535,2.5810627937316895
104,104,2.613527536392212,2.5863277912139893,2.5811400413513184
105,105,2.6206274032592773,2.5874273777008057,2.581239700317383
106,106,2.6262450218200684,2.5881102085113525,2.581239938735962
107,107,2.6346137523651123,2.5878849029541016,2.581266164779663
108,108,2.6407437324523926,2.5870461463928223,2.5813920497894287
109,109,2.6489951610565186,2.586958408355713,2.5813183784484863
110,110,2.6592442989349365,2.585529088973999,2.581345319747925
111,111,2.66835618019104,2.583923101425171,2.5812952518463135
112,112,2.6799042224884033,2.5814812183380127,2.58139705657959
113,113,2.6890125274658203,2.5797712802886963,2.5813987255096436
114,114,2.7001912593841553,2.5796761512756348,2.581498622894287
115,115,2.7090044021606445,2.5809998512268066,2.581624984741211
116,116,2.7158937454223633,2.5820419788360596,2.581775665283203
117,117,2.7248990535736084,2.583414077758789,2.581850528717041
118,118,2.7346839904785156,2.584441900253296,2.581875801086426
119,119,2.7413978576660156,2.5846376419067383,2.581801414489746
120,120,2.746690511703491,2.5851571559906006,2.58217453956604
121,121,2.7575724124908447,2.5855541229248047,2.5825235843658447
122,122,2.772128105163574,2.5849781036376953,2.5828466415405273
123,123,2.780471086502075,2.584977149963379,2.5830676555633545
124,124,2.787919044494629,2.5839016437530518,2.5833899974823
125,125,2.793243646621704,2.583796739578247,2.5835118293762207
126,126,2.8017942905426025,2.5844616889953613,2.5840842723846436
127,127,2.8095383644104004,2.585357666015625,2.5845346450805664
128,128,2.816279411315918,2.5877225399017334,2.585007667541504
129,129,2.830747127532959,2.5896284580230713,2.5853054523468018
130,130,2.844197988510132,2.59175968170166,2.5856549739837646
131,131,2.8555636405944824,2.593899965286255,2.5859766006469727
132,132,2.8662362098693848,2.5963246822357178,2.586474895477295
133,133,2.8746354579925537,2.5980801582336426,2.5867719650268555
134,134,2.889138698577881,2.598731279373169,2.5870182514190674
135,135,2.898805618286133,2.5980796813964844,2.5872890949249268
136,136,2.9092862606048584,2.5972821712493896,2.5875377655029297
137,137,2.921842336654663,2.5965218544006348,2.5879101753234863
138,138,2.9394381046295166,2.596343755722046,2.588056802749634
139,139,2.9487831592559814,2.5953495502471924,2.588355302810669
140,140,2.958009958267212,2.5962491035461426,2.588655471801758
141,141,2.96628999710083,2.597264051437378,2.588681697845459
142,142,2.976209878921509,2.5964252948760986,2.5885074138641357
143,143,2.9864211082458496,2.595979690551758,2.5884835720062256
144,144,2.9948296546936035,2.594182014465332,2.588383674621582
145,145,3.0062129497528076,2.5940887928009033,2.5885348320007324
146,146,3.015864849090576,2.5936977863311768,2.5885353088378906
147,147,3.0218911170959473,2.5926198959350586,2.588610887527466
148,148,3.0336687564849854,2.591639518737793,2.588712215423584
149,149,3.043262004852295,2.591299295425415,2.5886383056640625
150,150,3.056424379348755,2.5910167694091797,2.588689088821411
151,151,3.065232038497925,2.589604377746582,2.5888144969940186
152,152,3.07527494430542,2.5885848999023438,2.5888400077819824
153,153,3.0861873626708984,2.588620185852051,2.5889158248901367
154,154,3.098860502243042,2.58941388130188,2.588916301727295
155,155,3.107313871383667,2.5912487506866455,2.588916778564453
156,156,3.1193723678588867,2.593273639678955,2.5889174938201904
157,157,3.131288766860962,2.5952773094177246,2.588918924331665
158,158,3.149284839630127,2.595508575439453,2.588870048522949
159,159,3.1660730838775635,2.5959601402282715,2.588945150375366
160,160,3.185504198074341,2.5965371131896973,2.588995933532715
161,161,3.2028725147247314,2.5968382358551025,2.589096784591675
162,162,3.2260918617248535,2.5976011753082275,2.589272975921631
163,163,3.241147518157959,2.5981454849243164,2.5892984867095947
164,164,3.258657455444336,2.59879994392395,2.5894484519958496
165,165,3.282158136367798,2.5988993644714355,2.589398145675659
166,166,3.2964236736297607,2.599430799484253,2.589399814605713
167,167,3.3173491954803467,2.600299835205078,2.589374303817749
168,168,3.3393099308013916,2.5998175144195557,2.5894248485565186
169,169,3.361281156539917,2.6001594066619873,2.5895278453826904
170,170,3.3827316761016846,2.6002120971679688,2.58957839012146
171,171,3.4065442085266113,2.5990355014801025,2.5895040035247803
172,172,3.4335262775421143,2.5964465141296387,2.5895798206329346
173,173,3.452437400817871,2.593888759613037,2.589607000350952
174,174,3.475856065750122,2.592076539993286,2.5897815227508545
175,175,3.5070960521698,2.589818000793457,2.5898070335388184
176,176,3.541496992111206,2.5882527828216553,2.589857339859009
177,177,3.5778560638427734,2.5871453285217285,2.589933156967163
178,178,3.6009697914123535,2.5859484672546387,2.589959144592285
179,179,3.636185646057129,2.5857503414154053,2.5899598598480225
180,180,3.6692142486572266,2.586177349090576,2.5900115966796875
181,181,3.7002298831939697,2.586850881576538,2.5900118350982666
182,182,3.746581792831421,2.589017868041992,2.5900628566741943
183,183,3.7821362018585205,2.591137170791626,2.590088367462158
184,184,3.831251859664917,2.5926592350006104,2.590087413787842
185,185,3.8783867359161377,2.594831705093384,2.5901384353637695
186,186,3.919933557510376,2.5962018966674805,2.5902140140533447
187,187,3.99830961227417,2.598435878753662,2.5903379917144775
188,188,4.0571184158325195,2.599933624267578,2.5904126167297363
189,189,4.096651554107666,2.6005699634552,2.590487241744995
190,190,4.075657844543457,2.6006712913513184,2.5905377864837646
191,191,4.012637138366699,2.599680185317993,2.5905885696411133
192,192,3.8520009517669678,2.5983099937438965,2.590639352798462
193,193,3.9508845806121826,2.59538197517395,2.5906639099121094
194,194,3.7807860374450684,2.5928971767425537,2.590714693069458
195,195,3.9472439289093018,2.5898101329803467,2.590740203857422
196,196,4.028116226196289,2.5876104831695557,2.5907905101776123
197,197,4.07389497756958,2.58764910697937,2.5908162593841553
198,198,4.031921863555908,2.588470935821533,2.5908408164978027
199,199,3.929076671600342,2.5896432399749756,2.590816020965576
200,200,4.07904577255249,2.5906615257263184,2.5908405780792236
201,201,4.098113536834717,2.591125011444092,2.5910887718200684
202,202,4.135921001434326,2.5914864540100098,2.5912632942199707
203,203,4.0512919425964355,2.5919153690338135,2.5913126468658447
204,204,4.069507598876953,2.5905261039733887,2.591437339782715
205,205,4.030344486236572,2.589953660964966,2.5916106700897217
206,206,4.063578128814697,2.5897748470306396,2.5916852951049805
207,207,4.090939998626709,2.589653253555298,2.591684579849243
208,208,4.017240047454834,2.5891897678375244,2.5918092727661133
209,209,4.086775779724121,2.589632987976074,2.5919084548950195
210,210,4.097691059112549,2.5903918743133545,2.592057228088379
211,211,4.120363712310791,2.5928335189819336,2.592132329940796
212,212,4.1367387771606445,2.5953001976013184,2.5922317504882812
213,213,4.136974811553955,2.5985705852508545,2.5923068523406982
214,214,4.110690116882324,2.600069522857666,2.59233021736145
215,215,4.085444927215576,2.6013734340667725,2.592479705810547
216,216,4.103616237640381,2.6015689373016357,2.592453956604004
217,217,4.112019062042236,2.60163950920105,2.5923783779144287
218,218,4.168595790863037,2.600778579711914,2.5924768447875977
219,219,4.185821533203125,2.6000936031341553,2.5926756858825684
220,220,4.269742965698242,2.598529815673828,2.592599630355835
221,221,4.302279472351074,2.5979418754577637,2.5926482677459717
222,222,4.3149285316467285,2.5975465774536133,2.592698097229004
223,223,4.307363033294678,2.596845865249634,2.5927226543426514
224,224,4.3091816902160645,2.596611261367798,2.5926971435546875
225,225,4.341068744659424,2.594987630844116,2.5927958488464355
226,226,4.359657287597656,2.592646598815918,2.5928452014923096
227,227,4.371180534362793,2.592130661010742,2.592895269393921
228,228,4.3338494300842285,2.5922441482543945,2.5929932594299316
229,229,4.367273807525635,2.592379093170166,2.5930187702178955
230,230,4.391022205352783,2.5922579765319824,2.5930685997009277
231,231,4.412423133850098,2.593479633331299,2.5932676792144775
232,232,4.407691955566406,2.5946500301361084,2.5934667587280273
233,233,4.403396129608154,2.5948145389556885,2.5934414863586426
234,234,4.37457275390625,2.5957086086273193,2.593492031097412
235,235,4.433168411254883,2.5962624549865723,2.5937178134918213
236,236,4.444606304168701,2.595346212387085,2.5937671661376953
237,237,4.437893867492676,2.5943117141723633,2.5938165187835693
238,238,4.400965690612793,2.5939037799835205,2.5939414501190186
239,239,4.391458511352539,2.5946836471557617,2.593916177749634
240,240,4.388469696044922,2.5944454669952393,2.5938918590545654
241,241,4.452723979949951,2.5944128036499023,2.593916654586792
242,242,4.467108249664307,2.594339609146118,2.593891143798828
243,243,4.542294979095459,2.5944631099700928,2.5937907695770264
244,244,4.550572872161865,2.5946156978607178,2.593766212463379
245,245,4.548612594604492,2.594062089920044,2.593690872192383
246,246,4.5833306312561035,2.5941216945648193,2.593715190887451
247,247,4.593664646148682,2.593451499938965,2.5937654972076416
248,248,4.610316276550293,2.59200382232666,2.5937907695770264
249,249,4.598018646240234,2.5901968479156494,2.593841075897217
250,250,4.629671573638916,2.5902512073516846,2.593841075897217
251,251,4.648444652557373,2.590989828109741,2.5939159393310547
252,252,4.644109725952148,2.5917365550994873,2.593940019607544
253,253,4.626428604125977,2.591916561126709,2.593965768814087
254,254,4.635241985321045,2.592806100845337,2.594090461730957
255,255,4.67812967300415,2.5941696166992188,2.5941150188446045
256,256,4.6812744140625,2.5954813957214355,2.594089984893799
257,257,4.665177822113037,2.595632314682007,2.5941412448883057
258,258,4.724220275878906,2.5972890853881836,2.5943164825439453
259,259,4.725193500518799,2.598022222518921,2.594316005706787
260,260,4.79885721206665,2.5980019569396973,2.5941667556762695
261,261,4.790952682495117,2.597254991531372,2.5942420959472656
262,262,4.815327167510986,2.597755193710327,2.5943918228149414
263,263,4.8136467933654785,2.5984928607940674,2.5944173336029053
264,264,4.837110996246338,2.5989718437194824,2.594392776489258
265,265,4.841756343841553,2.599498748779297,2.5944674015045166
266,266,4.8257904052734375,2.5987560749053955,2.594517469406128
267,267,4.868790149688721,2.598443031311035,2.5945680141448975
268,268,4.885184288024902,2.5967812538146973,2.594542980194092
269,269,4.899468421936035,2.5971388816833496,2.594618082046509
270,270,4.915005683898926,2.5974435806274414,2.5945677757263184
271,271,4.89778470993042,2.596212387084961,2.594542980194092
272,272,4.935214042663574,2.5969269275665283,2.5945677757263184
273,273,4.919159412384033,2.5966989994049072,2.5945425033569336
274,274,4.923882961273193,2.5957517623901367,2.5945427417755127
275,275,4.943868637084961,2.5956029891967773,2.594468116760254
276,276,4.969433307647705,2.594472646713257,2.5945937633514404
277,277,4.979506015777588,2.5935938358306885,2.594569206237793
278,278,4.983835697174072,2.5935890674591064,2.5945942401885986
279,279,5.009054660797119,2.594447374343872,2.594594717025757
280,280,5.0197248458862305,2.5948402881622314,2.594569206237793
281,281,5.003226280212402,2.595830202102661,2.594543933868408
282,282,5.037586212158203,2.5968947410583496,2.5946450233459473
283,283,5.049750328063965,2.5997390747070312,2.5947442054748535
284,284,5.06514310836792,2.6017208099365234,2.5947697162628174
285,285,5.074146747589111,2.603315830230713,2.594844102859497
286,286,5.068313121795654,2.6030614376068115,2.594892978668213
287,287,5.091301918029785,2.601752519607544,2.5949182510375977
288,288,5.095296859741211,2.6001200675964355,2.594967842102051
289,289,5.109271049499512,2.5974018573760986,2.5948925018310547
290,290,5.127028465270996,2.594895839691162,2.5949416160583496
291,291,5.127206802368164,2.5924298763275146,2.595067262649536
292,292,5.121359348297119,2.591231107711792,2.5951664447784424
293,293,5.1390380859375,2.589109182357788,2.5951409339904785
294,294,5.133601665496826,2.5875415802001953,2.595215320587158
295,295,5.141423225402832,2.586819648742676,2.595391273498535
296,296,5.149829864501953,2.5877668857574463,2.5953915119171143
297,297,5.172298908233643,2.5883123874664307,2.5953915119171143
298,298,5.188232898712158,2.588397741317749,2.595341444015503
299,299,5.181319236755371,2.5885658264160156,2.595388889312744
300,300,5.182552337646484,2.591414213180542,2.595388174057007
301,301,5.179352283477783,2.593701124191284,2.5955119132995605
302,302,5.178983211517334,2.595653772354126,2.595510244369507
303,303,5.191640853881836,2.597961664199829,2.5957095623016357
304,304,5.195147514343262,2.600443124771118,2.5957844257354736
305,305,5.199519157409668,2.6029951572418213,2.59588360786438
306,306,5.201051712036133,2.603522777557373,2.5959320068359375
307,307,5.20895528793335,2.602527379989624,2.596006393432617
308,308,5.211445331573486,2.602092742919922,2.5960309505462646
309,309,5.211643695831299,2.60119891166687,2.596055507659912
310,310,5.2186279296875,2.600231409072876,2.5961310863494873
311,311,5.222606182098389,2.600152015686035,2.5962061882019043
312,312,5.229581832885742,2.600097417831421,2.5963292121887207
313,313,5.232328414916992,2.6004576683044434,2.596403121948242
314,314,5.235137939453125,2.6013095378875732,2.5964531898498535
315,315,5.235808849334717,2.6023154258728027,2.5964772701263428
316,316,5.24138879776001,2.602221965789795,2.596576452255249
317,317,5.244523525238037,2.6013987064361572,2.5965256690979004
318,318,5.245804309844971,2.6010823249816895,2.5965492725372314
319,319,5.244055271148682,2.5994110107421875,2.596473455429077
320,320,5.2487640380859375,2.5971834659576416,2.59647274017334
321,321,5.2526373863220215,2.595585584640503,2.5964698791503906
322,322,5.254115104675293,2.592977523803711,2.5963172912597656
323,323,5.259222507476807,2.591043472290039,2.5964136123657227
324,324,5.26313591003418,2.5906293392181396,2.596461534500122
325,325,5.268680095672607,2.5914881229400635,2.5965099334716797
326,326,5.27256441116333,2.5922417640686035,2.5964837074279785
327,327,5.273918628692627,2.5933380126953125,2.596531867980957
328,328,5.273856163024902,2.59430193901062,2.5965561866760254
329,329,5.277936935424805,2.5952415466308594,2.5967047214508057
330,330,5.278024673461914,2.5966479778289795,2.5967042446136475
331,331,5.281367301940918,2.5989878177642822,2.596703052520752
332,332,5.2847137451171875,2.601069450378418,2.5968017578125
333,333,5.2906413078308105,2.602078914642334,2.5970003604888916
334,334,5.294166088104248,2.602424144744873,2.5969722270965576
335,335,5.298217296600342,2.6027657985687256,2.5968945026397705
336,336,5.297362804412842,2.6022751331329346,2.596942663192749
337,337,5.300533771514893,2.6026809215545654,2.5969412326812744
338,338,5.301666259765625,2.6031851768493652,2.597015142440796
339,339,5.304605007171631,2.6045968532562256,2.5971639156341553
340,340,5.307880878448486,2.605459213256836,2.5971624851226807
341,341,5.310422420501709,2.605713129043579,2.5972368717193604
342,342,5.31364631652832,2.6066298484802246,2.597210168838501
343,343,5.318359851837158,2.606365203857422,2.597308397293091
344,344,5.319924831390381,2.60650897026062,2.597283124923706
345,345,5.320425987243652,2.60495924949646,2.597381353378296
346,346,5.323545932769775,2.6042253971099854,2.5974061489105225
347,347,5.3274335861206055,2.602419853210449,2.5974810123443604
348,348,5.330286026000977,2.6004724502563477,2.597554922103882
349,349,5.33170747756958,2.5997462272644043,2.5974793434143066
350,350,5.332554340362549,2.597689628601074,2.5974783897399902
351,351,5.332076072692871,2.5968551635742188,2.597651720046997
352,352,5.333447456359863,2.5965754985809326,2.5976510047912598
353,353,5.3351731300354,2.597365617752075,2.597723960876465
354,354,5.340035915374756,2.597048759460449,2.5977492332458496
355,355,5.340834140777588,2.598691701889038,2.5977489948272705
356,356,5.340914726257324,2.5987250804901123,2.5977962017059326
357,357,5.344691276550293,2.5984110832214355,2.597869634628296
358,358,5.347712993621826,2.59883713722229,2.5980193614959717
359,359,5.35052490234375,2.595932960510254,2.598017692565918
360,360,5.351893424987793,2.5921883583068848,2.5980160236358643
361,361,5.352890968322754,2.587674379348755,2.5979669094085693
362,362,5.355210304260254,2.584134578704834,2.5978658199310303
363,363,5.356663703918457,2.580705404281616,2.5978405475616455
364,364,5.3580546379089355,2.5812623500823975,2.597914934158325
365,365,5.358819961547852,2.5847296714782715,2.5978894233703613
366,366,5.360926151275635,2.589648723602295,2.59783935546875
367,367,5.362061023712158,2.5950987339019775,2.597888946533203
368,368,5.364272594451904,2.601130247116089,2.5977630615234375
369,369,5.365386962890625,2.6066436767578125,2.5978620052337646
370,370,5.366987228393555,2.6092307567596436,2.5978121757507324
371,371,5.368454933166504,2.6106159687042236,2.5979111194610596
372,372,5.36886739730835,2.610755443572998,2.5980112552642822
373,373,5.370325088500977,2.609830141067505,2.598036289215088
374,374,5.371927261352539,2.606787919998169,2.597985029220581
375,375,5.373976230621338,2.603422164916992,2.5980098247528076
376,376,5.375097274780273,2.6008477210998535,2.598109006881714
377,377,5.375697135925293,2.598557233810425,2.5981087684631348
378,378,5.376773834228516,2.599156379699707,2.5981082916259766
379,379,5.378146171569824,2.598527669906616,2.5981333255767822
380,380,5.378758430480957,2.598206043243408,2.598060131072998
381,381,5.379039764404297,2.598689556121826,2.598163604736328
382,382,5.379001140594482,2.5972065925598145,2.5981404781341553
383,383,5.380557537078857,2.5960566997528076,2.598167657852173
384,384,5.380914688110352,2.595432996749878,2.5982439517974854
385,385,5.3819260597229,2.595890522003174,2.5982718467712402
386,386,5.382075309753418,2.5955898761749268,2.59834885597229
387,387,5.382698059082031,2.596858501434326,2.598276376724243
388,388,5.3829498291015625,2.597644329071045,2.5982534885406494
389,389,5.384118556976318,2.5976860523223877,2.5983312129974365
390,390,5.38558292388916,2.598853588104248,2.5983829498291016
391,391,5.385721683502197,2.5998852252960205,2.5983617305755615
392,392,5.3861212730407715,2.598536252975464,2.5982882976531982
393,393,5.386090278625488,2.597606897354126,2.598266363143921
394,394,5.3861260414123535,2.596101760864258,2.59816837310791
395,395,5.38763427734375,2.5951006412506104,2.598170518875122
396,396,5.387825965881348,2.59611439704895,2.5981481075286865
397,397,5.388626575469971,2.5966434478759766,2.598175287246704
398,398,5.389766216278076,2.5995688438415527,2.5981032848358154
399,399,5.391476154327393,2.602858781814575,2.598130226135254
400,400,5.392385005950928,2.6050448417663574,2.5983073711395264
401,401,5.392649173736572,2.608228921890259,2.5982840061187744
402,402,5.3927412033081055,2.6109519004821777,2.5982863903045654
403,403,5.393098831176758,2.6125473976135254,2.5983662605285645
404,404,5.393470287322998,2.6124258041381836,2.598346471786499
405,405,5.393301010131836,2.611799955368042,2.5983476638793945
406,406,5.3934550285339355,2.610208749771118,2.5983500480651855
407,407,5.393982410430908,2.6082355976104736,2.598301887512207
408,408,5.394412994384766,2.606484889984131,2.598304271697998
409,409,5.394497394561768,2.604771852493286,2.598256826400757
410,410,5.395416259765625,2.602389097213745,2.5981340408325195
411,411,5.395421028137207,2.6010828018188477,2.5980112552642822
412,412,5.395869731903076,2.601094961166382,2.5979888439178467
413,413,5.396215438842773,2.6017398834228516,2.5980184078216553
414,414,5.3966593742370605,2.6017394065856934,2.598069667816162
415,415,5.397502422332764,2.6039373874664307,2.597897529602051
416,416,5.3982834815979,2.6047184467315674,2.597949266433716
417,417,5.39883279800415,2.6068692207336426,2.5979526042938232
418,418,5.399501323699951,2.607104539871216,2.5979795455932617
419,419,5.400024890899658,2.607609987258911,2.598057508468628
420,420,5.4001054763793945,2.6072194576263428,2.5980098247528076
421,421,5.400272369384766,2.6070995330810547,2.5981123447418213
422,422,5.400602340698242,2.604196548461914,2.598115921020508
423,423,5.4010725021362305,2.6036243438720703,2.5980937480926514
424,424,5.401546955108643,2.603229284286499,2.598071336746216
425,425,5.402276039123535,2.601475715637207,2.5980987548828125
426,426,5.402578830718994,2.6003267765045166,2.5980262756347656
427,427,5.402656078338623,2.5978851318359375,2.5978784561157227
428,428,5.4030842781066895,2.5966897010803223,2.597855567932129
429,429,5.4031267166137695,2.5962390899658203,2.5979323387145996
430,430,5.403719902038574,2.5965311527252197,2.5979347229003906
431,431,5.40371036529541,2.5963668823242188,2.5978376865386963
432,432,5.404001712799072,2.5970869064331055,2.5977895259857178
433,433,5.404944896697998,2.598780632019043,2.597642421722412
434,434,5.405341148376465,2.6003477573394775,2.5976195335388184
435,435,5.4056572914123535,2.6028261184692383,2.597546100616455
436,436,5.405787467956543,2.6062326431274414,2.5975475311279297
437,437,5.406084060668945,2.60856294631958,2.597574472427368
438,438,5.406447887420654,2.609316349029541,2.5975265502929688
439,439,5.406672954559326,2.610701084136963,2.5974037647247314
440,440,5.406914710998535,2.6104893684387207,2.597355365753174
441,441,5.406980991363525,2.6103177070617676,2.597306728363037
442,442,5.407081127166748,2.609583616256714,2.597208261489868
443,443,5.407308578491211,2.607926845550537,2.597212076187134
444,444,5.407525062561035,2.6063003540039062,2.597188949584961
445,445,5.407849311828613,2.606113910675049,2.5972161293029785
446,446,5.40835428237915,2.60541033744812,2.5971932411193848
447,447,5.408504962921143,2.6046183109283447,2.5971438884735107
448,448,5.408792495727539,2.6043050289154053,2.597121477127075
449,449,5.409080982208252,2.606451988220215,2.5970990657806396
450,450,5.409209728240967,2.608440637588501,2.5970749855041504
451,451,5.409364700317383,2.609461545944214,2.5970256328582764
452,452,5.40952730178833,2.610499382019043,2.597053289413452
453,453,5.409873008728027,2.611135959625244,2.597079038619995
454,454,5.4100236892700195,2.611619234085083,2.5970804691314697
455,455,5.4102559089660645,2.6112546920776367,2.5970311164855957
456,456,5.410439968109131,2.611204147338867,2.5969579219818115
457,457,5.410685062408447,2.6101579666137695,2.5969595909118652
458,458,5.410912990570068,2.6088473796844482,2.596860647201538
459,459,5.410961627960205,2.6080029010772705,2.596836566925049
460,460,5.410899639129639,2.607819080352783,2.59673810005188
461,461,5.410921096801758,2.608173131942749,2.5967400074005127
462,462,5.411401271820068,2.6078059673309326,2.596742630004883
463,463,5.411462783813477,2.607945203781128,2.5966193675994873
464,464,5.411705493927002,2.605860471725464,2.596571445465088
465,465,5.411918640136719,2.603832483291626,2.596548557281494
466,466,5.411928176879883,2.603011131286621,2.5964767932891846
467,467,5.411900043487549,2.6017134189605713,2.596477746963501
468,468,5.4121527671813965,2.600844621658325,2.5964794158935547
469,469,5.412220001220703,2.6001346111297607,2.5963563919067383
470,470,5.412198543548584,2.5999035835266113,2.5963327884674072
471,471,5.412254810333252,2.600996494293213,2.5963099002838135
472,472,5.412308692932129,2.602611780166626,2.596212387084961
473,473,5.412421226501465,2.6043171882629395,2.596163749694824
