,epoch,spg,e2e,vani
126,26,2.9013466835021973,2.9032464027404785,2.950188159942627
127,27,2.918034076690674,2.9213998317718506,2.967484951019287
128,28,2.930953025817871,2.9398767948150635,2.982412815093994
129,29,2.9438393115997314,2.9531497955322266,2.9869797229766846
130,30,3.2879271507263184,2.9531619548797607,2.991088390350342
131,31,3.5651702880859375,2.9529330730438232,2.996946334838867
132,32,3.811671495437622,2.9529452323913574,2.998109817504883
133,33,4.101607799530029,2.952430486679077,2.9960386753082275
134,34,4.392013072967529,2.9524424076080322,2.9959473609924316
135,35,4.6672468185424805,2.952197790145874,2.9947431087493896
136,36,4.898463726043701,2.951942205429077,2.985466957092285
137,37,5.009078025817871,2.951192617416382,2.976827383041382
138,38,5.167088985443115,2.9509332180023193,2.9666707515716553
139,39,5.165063381195068,2.9500386714935303,2.95424222946167
140,40,5.3078718185424805,2.9500505924224854,2.9471118450164795
141,41,5.277423858642578,2.949805498123169,2.9364209175109863
142,42,5.294259071350098,2.9493088722229004,2.9250147342681885
143,43,5.279815196990967,2.9493486881256104,2.9186315536499023
144,44,5.279862403869629,2.9490952491760254,2.9164936542510986
145,45,5.286707878112793,2.9488656520843506,2.908625841140747
146,46,5.248930931091309,2.9483959674835205,2.90797758102417
147,47,5.2380547523498535,2.947467088699341,2.9080417156219482
148,48,5.231594562530518,2.9469714164733887,2.9071362018585205
149,49,5.237088203430176,2.9469823837280273,2.903294801712036
150,50,5.21378755569458,2.946729898452759,2.902400255203247
151,51,5.226387977600098,2.9467546939849854,2.9040117263793945
152,52,5.234930515289307,2.9465296268463135,2.902853488922119
153,53,5.225363731384277,2.9462971687316895,2.9041788578033447
154,54,5.238554000854492,2.9460487365722656,2.903470516204834
155,55,5.206048488616943,2.9453279972076416,2.90378475189209
156,56,5.221076965332031,2.945053815841675,2.9018502235412598
157,57,5.200991153717041,2.945042610168457,2.9016284942626953
158,58,5.218376636505127,2.944803476333618,2.8986504077911377
159,59,5.2195563316345215,2.9445526599884033,2.896925210952759
160,60,5.216634750366211,2.9445672035217285,2.8961992263793945
161,61,5.207520008087158,2.9446001052856445,2.8971967697143555
162,62,5.2265305519104,2.944092035293579,2.895963191986084
163,63,5.1997504234313965,2.944101572036743,2.8994503021240234
164,64,5.228739261627197,2.944110870361328,2.8997061252593994
165,65,5.206778049468994,2.943873643875122,2.901209592819214
166,66,5.211719512939453,2.9438726902008057,2.901224374771118
167,67,5.2090630531311035,2.9438815116882324,2.9022388458251953
168,68,5.218314170837402,2.9436211585998535,2.904010772705078
169,69,5.208191871643066,2.9434120655059814,2.9040138721466064
170,70,5.219852447509766,2.9434211254119873,2.905022621154785
171,71,5.206298351287842,2.943162679672241,2.904291868209839
172,72,5.2213053703308105,2.943171739578247,2.9045348167419434
173,73,5.209245204925537,2.942917585372925,2.9042932987213135
174,74,5.220457553863525,2.942405939102173,2.9042983055114746
175,75,5.2187180519104,2.9424149990081787,2.903285503387451
176,76,5.218919277191162,2.942167043685913,2.9060401916503906
177,77,5.215263366699219,2.9416403770446777,2.908287525177002
178,78,5.2192912101745605,2.941650629043579,2.908806562423706
179,79,5.210196495056152,2.9416604042053223,2.9103124141693115
180,80,5.21805477142334,2.9414095878601074,2.9108152389526367
181,81,5.214146614074707,2.941419839859009,2.911830425262451
182,82,5.217045783996582,2.941429615020752,2.9130988121032715
183,83,5.214577674865723,2.941439390182495,2.9130988121032715
184,84,5.219714164733887,2.940922498703003,2.914623737335205
185,85,5.211169242858887,2.940932035446167,2.915369749069214
186,86,5.218912124633789,2.9407074451446533,2.914860963821411
187,87,5.211366176605225,2.940715789794922,2.9158456325531006
188,88,5.221364498138428,2.9402384757995605,2.9155850410461426
189,89,5.204823970794678,2.9402482509613037,2.915825605392456
190,90,5.221658229827881,2.939997673034668,2.9148192405700684
191,91,5.202641487121582,2.9397871494293213,2.9148101806640625
192,92,5.222135066986084,2.9397966861724854,2.9150404930114746
193,93,5.205743789672852,2.9398062229156494,2.9150280952453613
194,94,5.218738079071045,2.939561605453491,2.9147496223449707
195,95,5.214854717254639,2.939575672149658,2.9134912490844727
196,96,5.2207841873168945,2.939584970474243,2.9127397537231445
197,97,5.215572357177734,2.9395945072174072,2.9122445583343506
198,98,5.219297885894775,2.939603567123413,2.911757469177246
199,99,5.2161946296691895,2.939612627029419,2.911529302597046
200,0,1.2184232473373413,1.21875,1.4552912712097168
201,1,2.1249094009399414,2.129375457763672,2.5644421577453613
202,2,2.5091888904571533,2.513890266418457,2.706273078918457
203,3,2.554879903793335,2.561345338821411,2.6987130641937256
204,4,2.5117011070251465,2.5201382637023926,2.63781476020813
205,5,2.453500747680664,2.4614052772521973,2.5675580501556396
206,6,2.408828020095825,2.4208216667175293,2.5414905548095703
207,7,2.4026906490325928,2.424921751022339,2.540393352508545
208,8,2.4102659225463867,2.430375337600708,2.5362489223480225
209,9,2.419614553451538,2.4258971214294434,2.523585557937622
210,10,2.430293321609497,2.424982786178589,2.504674196243286
211,11,2.4315671920776367,2.4166176319122314,2.4897332191467285
212,12,2.4344840049743652,2.415987730026245,2.481886625289917
213,13,2.4380507469177246,2.4242701530456543,2.477435827255249
214,14,2.4451003074645996,2.4310050010681152,2.4826347827911377
215,15,2.463616371154785,2.442209005355835,2.493513584136963
216,16,2.4886317253112793,2.4665181636810303,2.5144894123077393
217,17,2.511779308319092,2.492854118347168,2.549752950668335
218,18,2.541895866394043,2.5293257236480713,2.5854568481445312
219,19,2.5747146606445312,2.5688436031341553,2.626626968383789
220,20,2.6111345291137695,2.6116180419921875,2.6690049171447754
221,21,2.649256467819214,2.649768590927124,2.710165500640869
222,22,2.68556547164917,2.6871275901794434,2.757406234741211
223,23,2.719233512878418,2.729236364364624,2.798689603805542
224,24,2.7582523822784424,2.769321918487549,2.8448026180267334
225,25,2.796799421310425,2.8115036487579346,2.881544828414917
226,26,2.824782609939575,2.847599983215332,2.9147636890411377
227,27,2.8555030822753906,2.8790764808654785,2.94400691986084
228,28,2.878100633621216,2.9073987007141113,2.9620280265808105
229,29,2.895982265472412,2.9281296730041504,2.977952480316162
230,30,3.2042596340179443,2.928149461746216,2.996682643890381
231,31,3.4584171772003174,2.9284019470214844,3.007862091064453
232,32,3.676363229751587,2.9286868572235107,3.016829013824463
233,33,3.900712013244629,2.9284420013427734,3.023163080215454
234,34,4.105144500732422,2.928457736968994,3.0250818729400635
235,35,4.317469596862793,2.9285178184509277,3.0257296562194824
236,36,4.554269313812256,2.9282758235931396,3.024824619293213
237,37,4.7346954345703125,2.928034782409668,3.0262057781219482
238,38,4.839941501617432,2.9277913570404053,3.0238988399505615
239,39,4.932127952575684,2.927806854248047,3.0200061798095703
240,40,4.95348596572876,2.928067445755005,3.0166401863098145
241,41,5.114960670471191,2.9283292293548584,3.0085201263427734
242,42,4.961480140686035,2.9280951023101807,3.000230073928833
243,43,5.103560447692871,2.9283478260040283,2.992245674133301
244,44,5.014242649078369,2.9281160831451416,2.9833366870880127
245,45,5.095600605010986,2.928372621536255,2.974773645401001
246,46,4.993862628936768,2.9283881187438965,2.9627299308776855
247,47,5.08558988571167,2.928145408630371,2.955447196960449
248,48,5.016815185546875,2.9281606674194336,2.9466121196746826
249,49,5.049152374267578,2.9279117584228516,2.939438581466675
250,50,5.019769191741943,2.9279372692108154,2.9329586029052734
251,51,5.083134651184082,2.928427219390869,2.9236414432525635
252,52,4.988864898681641,2.928694009780884,2.9148764610290527
253,53,5.094731330871582,2.928708553314209,2.9102060794830322
254,54,4.968520164489746,2.9284613132476807,2.9090652465820312
255,55,5.085387229919434,2.9287219047546387,2.9079689979553223
256,56,5.033769607543945,2.9287354946136475,2.908426284790039
257,57,5.046022415161133,2.9290010929107666,2.908189296722412
258,58,5.007665634155273,2.928992986679077,2.9076826572418213
259,59,5.06678581237793,2.9282448291778564,2.9110846519470215
260,60,5.002163887023926,2.92801833152771,2.9122233390808105
261,61,5.074687480926514,2.9280316829681396,2.9130990505218506
262,62,4.919338226318359,2.9283206462860107,2.915421485900879
263,63,5.090517044067383,2.9283342361450195,2.916740894317627
264,64,5.060583114624023,2.9287612438201904,2.919302463531494
265,65,5.058998107910156,2.928274154663086,2.919116973876953
266,66,5.039420127868652,2.9280993938446045,2.9186599254608154
267,67,5.082643032073975,2.9281115531921387,2.9171881675720215
268,68,4.985280990600586,2.92812442779541,2.9172234535217285
269,69,5.067912578582764,2.9281365871429443,2.916759967803955
270,70,5.057857513427734,2.928431272506714,2.915029525756836
271,71,5.069828033447266,2.928213357925415,2.9152724742889404
272,72,5.060187339782715,2.9282257556915283,2.9152650833129883
273,73,5.07120943069458,2.9280312061309814,2.914257764816284
274,74,5.067750453948975,2.9280433654785156,2.914515495300293
275,75,5.036993980407715,2.9278013706207275,2.916776418685913
276,76,5.070361614227295,2.92781400680542,2.9170596599578857
277,77,5.008925914764404,2.9278218746185303,2.9178380966186523
278,78,5.083011627197266,2.927830934524536,2.919154644012451
279,79,5.0072340965271,2.9278573989868164,2.9196884632110596
280,80,5.080221176147461,2.9278697967529297,2.921722888946533
281,81,5.002326488494873,2.9276211261749268,2.924492120742798
282,82,5.081810474395752,2.92763352394104,2.924014091491699
283,83,5.0196332931518555,2.927384614944458,2.9255197048187256
284,84,5.073451519012451,2.927396774291992,2.925501823425293
285,85,5.040196895599365,2.9274089336395264,2.925238609313965
286,86,5.072145938873291,2.9276623725891113,2.925459623336792
287,87,5.047528266906738,2.9276745319366455,2.9261746406555176
288,88,5.066921234130859,2.9272050857543945,2.9263992309570312
289,89,5.041752338409424,2.9269542694091797,2.9266433715820312
290,90,5.072971820831299,2.9269659519195557,2.926898956298828
291,91,5.021650791168213,2.926692485809326,2.9256515502929688
292,92,5.0885515213012695,2.926704168319702,2.9244015216827393
293,93,4.988541603088379,2.9267194271087646,2.9241678714752197
294,94,5.074375629425049,2.9267308712005615,2.9229133129119873
295,95,5.037777900695801,2.9264752864837646,2.923405170440674
296,96,5.070228099822998,2.9264867305755615,2.9228992462158203
297,97,5.049793720245361,2.926504373550415,2.922628402709961
298,98,5.069173336029053,2.926516056060791,2.920841693878174
299,99,5.0414228439331055,2.9265270233154297,2.9208168983459473
300,0,1.0402876138687134,1.0382386445999146,1.3694034814834595
301,1,1.9557735919952393,1.954148769378662,2.4663026332855225
302,2,2.439817428588867,2.432337522506714,2.638528823852539
303,3,2.550585985183716,2.548053741455078,2.6725003719329834
304,4,2.552210807800293,2.5570385456085205,2.6508893966674805
305,5,2.501620292663574,2.5145320892333984,2.5889248847961426
306,6,2.434126138687134,2.4581398963928223,2.5251760482788086
307,7,2.386296033859253,2.4062583446502686,2.474531888961792
308,8,2.3664281368255615,2.383234739303589,2.4884800910949707
309,9,2.3928024768829346,2.404266834259033,2.4936487674713135
310,10,2.396210193634033,2.4136710166931152,2.5003597736358643
311,11,2.402367115020752,2.4208338260650635,2.500457763671875
312,12,2.41192364692688,2.430227279663086,2.501328468322754
313,13,2.427938938140869,2.435797929763794,2.5038135051727295
314,14,2.4415957927703857,2.444781541824341,2.505141258239746
315,15,2.4581382274627686,2.451155424118042,2.515380620956421
316,16,2.4777209758758545,2.4663736820220947,2.5279641151428223
317,17,2.500150203704834,2.48258638381958,2.5504064559936523
318,18,2.5361502170562744,2.5064237117767334,2.578594923019409
319,19,2.5694150924682617,2.5461513996124268,2.6104304790496826
320,20,2.6091086864471436,2.585240125656128,2.6441855430603027
321,21,2.642517328262329,2.622439384460449,2.6805787086486816
322,22,2.6857948303222656,2.664250612258911,2.719456911087036
323,23,2.723581075668335,2.702450752258301,2.7608909606933594
324,24,2.766763210296631,2.7421822547912598,2.7981746196746826
325,25,2.8015570640563965,2.7844808101654053,2.836360454559326
326,26,2.8369264602661133,2.8124921321868896,2.8651154041290283
327,27,2.8659768104553223,2.8402793407440186,2.8948514461517334
328,28,2.891968011856079,2.862783193588257,2.9191551208496094
329,29,2.9133830070495605,2.8803904056549072,2.9374969005584717
330,30,3.1530277729034424,2.880152702331543,2.952300548553467
331,31,3.3903257846832275,2.880185842514038,2.9693799018859863
332,32,3.5203354358673096,2.8801958560943604,2.9799129962921143
333,33,3.691904306411743,2.879953384399414,2.985374689102173
334,34,3.9031600952148438,2.8797030448913574,2.9890260696411133
335,35,4.13700532913208,2.87945818901062,2.9898428916931152
336,36,4.387576103210449,2.8794443607330322,2.9911839962005615
337,37,4.587848663330078,2.8794541358947754,2.9888174533843994
338,38,4.769762992858887,2.8794636726379395,2.985642671585083
339,39,4.964559078216553,2.8794729709625244,2.9849789142608643
340,40,5.121663570404053,2.8794822692871094,2.9781813621520996
341,41,5.198820114135742,2.8792405128479004,2.9747934341430664
342,42,5.169885158538818,2.8790030479431152,2.9730944633483887
343,43,5.2511820793151855,2.8789913654327393,2.9696342945098877
344,44,5.180506706237793,2.878760576248169,2.964905261993408
345,45,5.218502044677734,2.8790125846862793,2.962496519088745
346,46,5.207670211791992,2.879021167755127,2.9601399898529053
347,47,5.16552209854126,2.8790295124053955,2.9575557708740234
348,48,5.221543788909912,2.8790953159332275,2.954909086227417
349,49,5.168324947357178,2.879103899002075,2.9489402770996094
350,50,5.238335609436035,2.8789241313934326,2.941196918487549
351,51,5.17805814743042,2.878674030303955,2.9389395713806152
352,52,5.211728572845459,2.878696918487549,2.9329347610473633
353,53,5.208445072174072,2.878955364227295,2.9311492443084717
354,54,5.227075099945068,2.8792428970336914,2.9273953437805176
355,55,5.176825046539307,2.8795013427734375,2.923121452331543
356,56,5.2322211265563965,2.8787598609924316,2.9166009426116943
357,57,5.186396598815918,2.8787689208984375,2.9140889644622803
358,58,5.223416328430176,2.8792736530303955,2.9081125259399414
359,59,5.188321113586426,2.8792824745178223,2.906128406524658
360,60,5.214207649230957,2.8790225982666016,2.9036519527435303
361,61,5.180418014526367,2.878779411315918,2.9001882076263428
362,62,5.208985805511475,2.8787879943847656,2.8982372283935547
363,63,5.205759048461914,2.878796339035034,2.8967854976654053
364,64,5.206125259399414,2.878546953201294,2.894591808319092
365,65,5.200616359710693,2.8782970905303955,2.8958778381347656
366,66,5.202242851257324,2.878305435180664,2.8941781520843506
367,67,5.207214832305908,2.878587007522583,2.8972535133361816
368,68,5.188235759735107,2.8783435821533203,2.8991003036499023
369,69,5.215739727020264,2.8783516883850098,2.901646614074707
370,70,5.144408702850342,2.8783600330352783,2.904172897338867
371,71,5.215178966522217,2.878605842590332,2.9076993465423584
372,72,5.1841840744018555,2.8786139488220215,2.912961721420288
373,73,5.206249713897705,2.878370523452759,2.916948080062866
374,74,5.1920270919799805,2.8783788681030273,2.9216957092285156
375,75,5.223908424377441,2.8781371116638184,2.924171209335327
376,76,5.147000789642334,2.8784234523773193,2.9291539192199707
377,77,5.2092366218566895,2.8784310817718506,2.9316604137420654
378,78,5.206286907196045,2.878439426422119,2.932924509048462
379,79,5.192379474639893,2.878488540649414,2.9334700107574463
380,80,5.212282657623291,2.8784968852996826,2.935250997543335
381,81,5.175238132476807,2.878504514694214,2.936063766479492
382,82,5.213862419128418,2.878512382507324,2.9346299171447754
383,83,5.167230129241943,2.878521680831909,2.933699607849121
384,84,5.217648983001709,2.87853741645813,2.932501792907715
385,85,5.177018642425537,2.8785455226898193,2.9328060150146484
386,86,5.212484359741211,2.8785593509674072,2.93135666847229
387,87,5.193020820617676,2.878803014755249,2.9321513175964355
388,88,5.211249828338623,2.878810405731201,2.931645154953003
389,89,5.173259258270264,2.878830909729004,2.9318971633911133
390,90,5.212584972381592,2.8788387775421143,2.9326305389404297
391,91,5.194332599639893,2.8788580894470215,2.9323296546936035
392,92,5.199947834014893,2.878610849380493,2.933011531829834
393,93,5.194396018981934,2.8783750534057617,2.933204174041748
394,94,5.209056854248047,2.8783936500549316,2.9343793392181396
395,95,5.180918216705322,2.878401041030884,2.9342894554138184
396,96,5.221295356750488,2.878408432006836,2.9334776401519775
397,97,5.186189651489258,2.8781561851501465,2.934166431427002
398,98,5.2112531661987305,2.8781635761260986,2.934126377105713
399,99,5.202261924743652,2.877918004989624,2.9338607788085938
400,0,1.2241730690002441,1.2249163389205933,1.8791874647140503
401,1,2.21366286277771,2.217656373977661,2.6173338890075684
402,2,2.4886672496795654,2.495711326599121,2.6462366580963135
403,3,2.4917101860046387,2.5002686977386475,2.5929629802703857
404,4,2.4338159561157227,2.444176435470581,2.50553297996521
405,5,2.3877806663513184,2.394289016723633,2.444348096847534
406,6,2.3432109355926514,2.358508825302124,2.4100115299224854
407,7,2.326404571533203,2.3459177017211914,2.4023663997650146
408,8,2.346390724182129,2.3590407371520996,2.4449703693389893
409,9,2.392991065979004,2.398019552230835,2.483905792236328
410,10,2.4264369010925293,2.4338953495025635,2.5143752098083496
411,11,2.4569547176361084,2.463242530822754,2.532083034515381
412,12,2.4701809883117676,2.4773595333099365,2.5430784225463867
413,13,2.477522134780884,2.4885969161987305,2.5534093379974365
414,14,2.489027738571167,2.4945077896118164,2.5571181774139404
415,15,2.4969375133514404,2.4994308948516846,2.5627129077911377
416,16,2.5091488361358643,2.508169412612915,2.573178768157959
417,17,2.523630142211914,2.524186611175537,2.588078737258911
418,18,2.541977643966675,2.537489891052246,2.602369546890259
419,19,2.564866542816162,2.5597479343414307,2.6202855110168457
420,20,2.590299606323242,2.587510347366333,2.6433558464050293
421,21,2.6185057163238525,2.6148135662078857,2.6671416759490967
422,22,2.645569086074829,2.643322229385376,2.6866917610168457
423,23,2.675320625305176,2.670015573501587,2.714945077896118
424,24,2.7014524936676025,2.702376127243042,2.758112907409668
425,25,2.7331929206848145,2.741156578063965,2.7910208702087402
426,26,2.7669358253479004,2.7749404907226562,2.8288064002990723
427,27,2.8001139163970947,2.8070037364959717,2.8605706691741943
428,28,2.8317883014678955,2.837367057800293,2.886962413787842
429,29,2.8567702770233154,2.8611254692077637,2.913320302963257
430,30,3.19342303276062,2.860881805419922,2.933300018310547
431,31,3.4683146476745605,2.8608829975128174,2.953925609588623
432,32,3.7015509605407715,2.8608999252319336,2.9691267013549805
433,33,4.029190540313721,2.8606441020965576,2.9774162769317627
434,34,4.370083808898926,2.860624313354492,2.986300468444824
435,35,4.655618190765381,2.8608741760253906,2.991351366043091
436,36,4.913312911987305,2.860874652862549,2.9969730377197266
437,37,4.833480358123779,2.860874891281128,2.9977240562438965
438,38,5.148536205291748,2.8606245517730713,2.999060869216919
439,39,5.235959053039551,2.8606057167053223,2.9961421489715576
440,40,5.2658305168151855,2.860572099685669,2.9932215213775635
441,41,5.2737226486206055,2.8603217601776123,2.9890966415405273
442,42,5.261463165283203,2.860071897506714,2.984175205230713
443,43,5.274702072143555,2.859823226928711,2.977428674697876
444,44,5.263483047485352,2.860079526901245,2.966911792755127
445,45,5.278469562530518,2.860079526901245,2.9554800987243652
446,46,5.257634162902832,2.8600800037384033,2.950517416000366
447,47,5.26298713684082,2.8603298664093018,2.9426236152648926
448,48,5.256842136383057,2.860330104827881,2.937574625015259
449,49,5.270946502685547,2.860330104827881,2.9352006912231445
450,50,5.252914905548096,2.86033034324646,2.931605339050293
451,51,5.2704758644104,2.8600826263427734,2.924152374267578
452,52,5.2528977394104,2.8600828647613525,2.9201409816741943
453,53,5.2627763748168945,2.8600833415985107,2.9156343936920166
454,54,5.264196872711182,2.8605775833129883,2.913571357727051
455,55,5.256518840789795,2.8610830307006836,2.9092485904693604
456,56,5.274128437042236,2.8610761165618896,2.906632661819458
457,57,5.261416912078857,2.8613858222961426,2.9052257537841797
458,58,5.260095119476318,2.86138653755188,2.903010368347168
459,59,5.254016876220703,2.86143159866333,2.9008185863494873
460,60,5.270352840423584,2.8614330291748047,2.8978424072265625
461,61,5.257070541381836,2.8611910343170166,2.895339250564575
462,62,5.272080421447754,2.861440658569336,2.895578145980835
463,63,5.258360862731934,2.8611834049224854,2.893326997756958
464,64,5.260676383972168,2.861185312271118,2.893080472946167
465,65,5.259766101837158,2.861187219619751,2.8915774822235107
466,66,5.263701438903809,2.8609447479248047,2.8913426399230957
467,67,5.25418758392334,2.8606956005096436,2.890395164489746
468,68,5.271238803863525,2.8606977462768555,2.8899106979370117
469,69,5.255618572235107,2.8606996536254883,2.8899316787719727
470,70,5.272830963134766,2.860701560974121,2.8904659748077393
471,71,5.261321544647217,2.8609566688537598,2.8892478942871094
472,72,5.262886047363281,2.8609585762023926,2.8902740478515625
473,73,5.258834362030029,2.8607091903686523,2.892530918121338
474,74,5.266500473022461,2.8607053756713867,2.893784761428833
